Latitude,Longitude,Heading,ShipName,Date,LadenState
22.7219,170.364,283,BONITA,31/12/2014,Laden
27.2993,147.4,281,MENDOCINO,31/12/2014,Laden
36.379517,134.757867,324,NEW AGILITY,31/12/2014,Laden
-34.3346,151.031,52,NEW COMMAND,31/12/2014,Unladen
7.40426,-85.9391,170,LUCKY STAR,31/12/2014,Laden
41.398,-55.1138,53,VITASPIRIT,31/12/2014,Laden
-8.71188,78.5667,57,WINNING ENDURANCE,31/12/2014,Laden
2.25988,141.927,156,ARETHOUSA,31/12/2014,Unladen
38.8962,118.115,63,CIC PIRAEUS,31/12/2014,Laden
30.446,156.653,262,ALKYON,31/12/2014,Laden
48.380833,-4.467667,264,AMAZON,31/12/2014,Laden
22.372252,113.915227,132,KALLIOPI L,31/12/2014,Laden
48.3512,-149.74,97,GH POWER,31/12/2014,Unladen
-10.1108,46.5647,75,EQUATOR PROSPER,31/12/2014,Laden
22.540167,120.345832,131,BERGE APO,31/12/2014,Laden
30.6612,122.748,6,TIAN YU FENG,31/12/2014,Unladen
36.155373,-5.407193,275,TIAN TONG FENG,31/12/2014,Unladen
27.1556,144.761,343,NOSHIRO MARU,31/12/2014,Laden
24.966133,51.600883,31,PANAMAX ALEXANDER,31/12/2014,Laden
51.891,2.774217,38,GEORGIOS S,31/12/2014,Unladen
24.487,133.342,330,GENYO,31/12/2014,Unladen
-27.5547,43.0721,238,AEOLIAN BREEZE,31/12/2014,Unladen
-20.7999,153.838,352,SHIYO,31/12/2014,Laden
3.52398,143.586,335,SAGE SAGITTARIUS,31/12/2014,Laden
28.5115,130.248,24,ENERGIA CENTAURUS,31/12/2014,Laden
2.87247,143.783,162,SINCERE PISCES,31/12/2014,Unladen
31.4054,32.2779,288,VITAGRACE,31/12/2014,Laden
54.089,7.47522,231,HAI JING,31/12/2014,Laden
-15.5326,-100.237,297,MARIA A.ANGELICOUSSI,31/12/2014,Laden
-2.47718,118.629,13,NORDTRAMP,31/12/2014,Laden
49.304483,-123.0671,84,DIAMOND INDAH,31/12/2014,Unladen
6.9835,-43.5439,225,ZAGORA,31/12/2014,Unladen
6.13562,-43.5576,159,YONG HUAN,31/12/2014,Laden
49.289257,-123.067442,181,SAMATAN,31/12/2014,Unladen
24.2453,-21.1789,230,YONG JIA,31/12/2014,Unladen
-34.4574,2.58445,273,SONOMA,31/12/2014,Unladen
31.588843,121.460483,118,NSS DYNAMIC,31/12/2014,Unladen
-27.2807,-7.99087,139,SOLAR BREEZE,31/12/2014,Laden
-32.958852,151.85549,0,EL SOL SALE,31/12/2014,Unladen
16.9794,-106.447,108,ROYAL BREEZE,31/12/2014,Unladen
-19.3468,57.6763,263,CAPE ORCHID,31/12/2014,Laden
-19.5576,150.494,14,SRI PREM APARNA,31/12/2014,Laden
7.6428,-25.2442,25,SKS MOSEL,31/12/2014,Laden
-34.8819,23.917,82,SILVER ROAD,31/12/2014,Laden
-20.121167,118.512417,296,CAPE ENTERPRISE,31/12/2014,Unladen
15.5412,-149.28,267,NAVIOS STAR,31/12/2014,Laden
19.4893,-74.2621,29,DIAMOND SEAS,31/12/2014,Laden
-16.751633,145.841917,306,NAVIOS GALAXY I,31/12/2014,Unladen
-6.43233,105.125,250,IOANNIS F.K,31/12/2014,Unladen
41.1103,139.825,235,RODON AMARANDON,31/12/2014,Laden
-32.7517,1.68632,101,NEWLEAD VICTORIA,31/12/2014,Laden
-48.271,-64.2778,32,PRABHU SATRAM,31/12/2014,Laden
38.906467,122.02035,350,JI MAY,31/12/2014,Laden
-23.146817,-44.04845,145,FU MAY,31/12/2014,Laden
-33.252,115.59,159,IOANNIS ZAFIRAKIS,31/12/2014,Unladen
31.594267,121.448783,114,SOUTHERN EXPLORER,31/12/2014,Unladen
-23.478783,-43.4155,114,NISSHIN TRADER,31/12/2014,Laden
-31.4406,56.1478,256,CAPRI,31/12/2014,Unladen
49.265733,-11.317183,258,PRIMROSE,31/12/2014,Unladen
-28.887733,32.164297,52,PAVIAN,31/12/2014,Unladen
31.074,123.645,68,ANGELIC PEACE,31/12/2014,Unladen
23.0684,-86.4509,322,ANGELIC POWER,31/12/2014,Laden
45.2675,157.811,81,G R A,31/12/2014,Unladen
0.623165,118.66,82,TATSUKI MARU,31/12/2014,Unladen
-13.0308,75.6326,236,NSS ENDEAVOR,31/12/2014,Unladen
-0.260553,117.662,200,XIN SHUN,31/12/2014,Unladen
54.733917,12.544933,234,SEA CHARM,31/12/2014,Laden
29.8315,-89.99795,28,MARIA,31/12/2014,Unladen
9.28482,121.512,203,INA,31/12/2014,Unladen
-16.8025,71.5925,51,CAPE CENTURY,31/12/2014,Laden
27.07375,49.672567,90,MV MONA FRONTIER,31/12/2014,Laden
15.86985,-61.768817,326,NORDKAP,31/12/2014,Laden
50.0194,-66.7503,265,NORDPOL,31/12/2014,Unladen
10.9245,74.9426,330,BANZAI,31/12/2014,Laden
52.898683,-5.26705,15,KOULITSA,31/12/2014,Unladen
-4.35375,116.432367,51,M_V TENYO,31/12/2014,Unladen
37.1388,5.9238,172,PARASKEVI,31/12/2014,Laden
31.979033,120.448767,218,DA YING,31/12/2014,Laden
39.0007,121.9,214,OCEAN LIFE,31/12/2014,Laden
-27.9694,-42.7075,116,PICTOR,31/12/2014,Laden
-18.9973,39.6087,202,PORTAGE,31/12/2014,Laden
6.70523,107.943,222,SHIN KENRYU,31/12/2014,Unladen
43.884383,-6.61255,282,IRON FRITZ,31/12/2014,Unladen
-22.7976,64.3611,49,CAPE TRIUMPH,31/12/2014,Unladen
51.3869,-143.945,115,ROSCO LEMON,31/12/2014,Unladen
13.9359,-70.4087,286,VIVIAN,31/12/2014,Laden
34.697977,134.834177,16,GRANDE SOLARIS,31/12/2014,Laden
-34.747367,18.716333,28,CSK FORTUNE,31/12/2014,Unladen
-26.5913,154.734,162,XINWANG HAI,31/12/2014,Unladen
-4.60147,114.97,228,ANNA,31/12/2014,Laden
-14.1637,75.427,54,VASSOS,31/12/2014,Unladen
-19.9912,35.2847,134,KATERINA,31/12/2014,Unladen
-3.01241,152.846,161,SHIN SAPPORO MARU,31/12/2014,Unladen
-24.0305,-8.11542,123,CSE HARMONY EXPRESS,31/12/2014,Laden
21.1644,110.408,12,KING SAIL,31/12/2014,Laden
31.98095,120.847233,321,OCEAN CELEBRITY,31/12/2014,Unladen
-14.2634,153.066,340,THALASSA,31/12/2014,Laden
-3.76017,114.453,324,KINKO MARU,31/12/2014,Unladen
15.9762,142.434,340,BRILLIANT CENTURY,31/12/2014,Laden
36.9457,126.84,154,CAPITOLA,31/12/2014,Laden
21.3024,112.841,86,APOLLON,31/12/2014,Unladen
-4.027367,115.578317,265,NAVIOS HYPERION,31/12/2014,Unladen
31.2027,122.694,1,BULK AFRICA,31/12/2014,Unladen
4.35187,141.983,155,BULK AUSTRALIA,31/12/2014,Unladen
43.4651,-9.69778,276,BARGARA,31/12/2014,Unladen
19.6386,37.5351,333,ANGELIC GLORY,31/12/2014,Laden
-32.1815,152.781,26,CORONA INFINITY,31/12/2014,Laden
23.037157,113.518538,17,DE PING HAI,31/12/2014,Unladen
34.7311,139.922,93,NSS FORTUNE,31/12/2014,Unladen
-33.8529,-11.4723,271,BOREAL,31/12/2014,Unladen
-20.7029,-39.169,116,KWK PROVIDENCE,31/12/2014,Laden
12.8769,127.572,214,CIC ELLI S,31/12/2014,Laden
-30.86,31.2621,216,MINERAL CHINA,31/12/2014,Unladen
38.8532,118.654,39,GLORIUS,31/12/2014,Laden
-12.843,116.684,347,OLYMPIUS,31/12/2014,Laden
37.7751,10.2819,319,HARVEST PEACE,31/12/2014,Unladen
29.3085,-94.8084,94,YM VIRTUE,31/12/2014,Unladen
-30.1084,-41.3549,278,RED ROSE,31/12/2014,Unladen
29.4029,146.188,159,TARUMAESAN MARU,31/12/2014,Unladen
4.57147,119.628,7,AIGAION,31/12/2014,Laden
23.4948,121.822,206,CAPE MARS,31/12/2014,Unladen
2.8941,142.914,331,HUANG SHAN,31/12/2014,Laden
35.2617,119.789,301,WAH SHAN,31/12/2014,Unladen
18.7153,146.705,357,KAIYO,31/12/2014,Laden
14.3419,53.0489,89,OMICRON NIKOS,31/12/2014,Laden
17.6347,83.3778,64,SALDANHA,31/12/2014,Laden
57.521417,8.39185,244,ACHILLES II,31/12/2014,Laden
29.2457,-48.2075,63,CHAMBESY,31/12/2014,Laden
9.76947,129.056,11,PACIFIC GLORY,31/12/2014,Laden
-32.5899,-15.396,115,CAROUGE,31/12/2014,Laden
22.7242,69.932367,41,LIN JIE,31/12/2014,Laden
49.8583,-65.6217,292,BERGE KINABALU,31/12/2014,Unladen
19.9271,129.075,194,AZUL CHALLENGE,31/12/2014,Unladen
29.9389,122.26,108,AZUL FORTUNA,31/12/2014,Unladen
-10.9272,122.368,25,SHIN ONOE,31/12/2014,Laden
-10.9478,116.008,355,LOWLANDS ORCHID,31/12/2014,Laden
38.8468,118.674,38,NORD POWER,31/12/2014,Laden
-1.68902,87.6234,43,CAPE GRACE,31/12/2014,Laden
-34.9377,22.9553,71,MINERAL BEIJING,31/12/2014,Laden
35.75765,133.065233,261,CORONA KINGDOM,31/12/2014,Unladen
-0.837,129.188,184,ETERNAL POWER,31/12/2014,Unladen
29.6775,145.287,341,CORONA JOYFUL,31/12/2014,Laden
38.9872,117.745,113,PANSTELLAR,31/12/2014,Laden
14.4991,53.0803,247,PANTAZIS L,31/12/2014,Laden
37.7168,120.182,315,PUGNANI,31/12/2014,Laden
8.60676,-88.9443,283,JULIAN,31/12/2014,Laden
42.5955,148.219,15,HAI JI,31/12/2014,Unladen
-4.58048,117.71,215,MEDI VITORIA,31/12/2014,Unladen
7.63683,128.498,190,CAPE ROSA,31/12/2014,Unladen
53.672595,0.391265,339,PANTAGRUEL,31/12/2014,Laden
47.614288,-122.375563,318,KRITON,31/12/2014,Unladen
20.8008,-17.0279,264,MANASOTA,31/12/2014,Unladen
15.1409,69.3724,313,ASCANIUS,31/12/2014,Laden
26.5082,50.204833,11,ACHILLES,31/12/2014,Laden
22.8431,120.176,340,OPAL STREAM,31/12/2014,Laden
-11.9094,154.703,183,GREEN POWER,31/12/2014,Unladen
21.3422,123.26,220,JP AZURE,31/12/2014,Unladen
-33.3172,152.854,316,KAIEN,31/12/2014,Unladen
29.7809,137.679,177,PINE WAVE,31/12/2014,Unladen
-27.2633,153.2761,242,JP GUNJO,31/12/2014,Unladen
27.3436,122.07,200,CAPE ISLAND,31/12/2014,Unladen
19.2359,87.7504,145,PACIFIC BREEZE,31/12/2014,Unladen
-17.9559,70.3757,52,AQUAJOY,31/12/2014,Laden
25.2392,56.455483,71,AQUACHARM,31/12/2014,Unladen
38.8633,118.624,19,AQUABEAUTY,31/12/2014,Unladen
31.031967,122.970867,339,AQUABREEZE,31/12/2014,Unladen
5.20938,125.272,295,AQUAGLORY,31/12/2014,Laden
-12.9185,116.334,175,OCEAN QUEEN,31/12/2014,Unladen
-5.8198,125.535,3,AZUL CIELO,31/12/2014,Laden
-31.066,47.105,61,ASIA GRAECA,31/12/2014,Unladen
37.5629,123.202,0,QHD326 WHPF,31/12/2014,Unladen
29.940065,-90.362687,286,STAR OF NIPPON,31/12/2014,Laden
-34.7523,115.058,127,LIGARI,31/12/2014,Unladen
-23.81625,151.523583,312,IKAN BILIS,31/12/2014,Laden
37.5579,121.386,220,TOPAZ,31/12/2014,Unladen
44.4009,8.90675,353,MEDI CAGLIARI,31/12/2014,Laden
-27.0776,43.8176,77,OCEAN PRINCE,31/12/2014,Unladen
3.28172,150.855,347,MARITSA,31/12/2014,Laden
29.783832,122.084517,263,PRABHU DAS,31/12/2014,Unladen
25.98385,127.015683,330,PEDHOULAS MERCHANT,31/12/2014,Laden
25.805,123.28,206,AQUABELLA,31/12/2014,Unladen
45.557797,13.736355,88,ANNA SMILE,31/12/2014,Laden
54.5168,-15.7088,48,MARIETTA,31/12/2014,Laden
-6.210067,111.370783,264,KARTINI SAMUDRA,31/12/2014,Laden
30.4337,123.931,180,C H S SPLENDOR,31/12/2014,Unladen
-33.3509,152.37,139,NIGHTWING,31/12/2014,Unladen
-34.398683,150.991317,49,TAI PROGRESS,31/12/2014,Unladen
31.6676,136.232,359,CAPE ACACIA,31/12/2014,Laden
-15.5978,104.866,60,CAPE MAPLE,31/12/2014,Laden
20.9949,110.881,106,CAPE MARIA,31/12/2014,Laden
46.710885,-7.42814,30.9,ERATO,31/12/2014,Laden
39.926945,119.893197,292,TRANS PACIFIC,31/12/2014,Unladen
11.5009,-20.5022,288,THREE STARS,31/12/2014,Laden
22.754485,69.56878,23,MINERAL NOBLE,31/12/2014,Laden
-0.750072,-51.6624,216,THETIS,31/12/2014,Unladen
16.4469,119.647,11,BULK INDIA,31/12/2014,Laden
-29.62045,31.22995,52,BIG FISH,31/12/2014,Unladen
-27.9521,12.5461,321,FLECHA,31/12/2014,Laden
-9.50583,115.787,182,TEH MAY,31/12/2014,Unladen
-7.15985,-32.0112,208,MILLION TRADER,31/12/2014,Unladen
24.1586,148.312,266,STAR ALINE,31/12/2014,Laden
37.9871,119.782,162,EIRINI P,31/12/2014,Laden
30.9573,123.865,220,MV MELITE,31/12/2014,Unladen
-36.9605,126.287,278,NAVIOS ALEGRIA,31/12/2014,Laden
34.931883,129.345783,240,STAR IRIS,31/12/2014,Laden
20.4109,109.117,112,STAR KAMILA,31/12/2014,Unladen
-1.96013,143.938,140,ALAM PADU,31/12/2014,Unladen
31.8749,133.514,215,ALAM PERMAI,31/12/2014,Unladen
-4.69828,146.368,321,CEMTEX PIONEER,31/12/2014,Laden
-0.30625,117.689,173,CEMTEX WISDOM,31/12/2014,Unladen
33.726233,-118.21785,220,YASA NESLIHAN,31/12/2014,Unladen
27.6542,122.502,212,YASA PIONEER,31/12/2014,Unladen
-25.0363,109.461,345,YASA FORTUNE,31/12/2014,Laden
40.458048,17.22139,13,UNITED TREASURE,31/12/2014,Unladen
1.288782,103.968365,77,OCEAN DOMINA,31/12/2014,Laden
21.475455,39.163295,170,RED GARDENIA,31/12/2014,Laden
56.8217,11.820717,156,PROTEFS,31/12/2014,Laden
40.522817,121.097432,327,BANDERS,31/12/2014,Unladen
48.09185,-7.43635,46,ANANGEL INNOVATION,31/12/2014,Laden
5.62042,119.802,13,PIONEER,31/12/2014,Laden
-28.791983,32.04365,89,MARITIME TABONEO,31/12/2014,Laden
21.3718,132.011,334,NAVIOS ORBITER,31/12/2014,Laden
37.684632,120.141282,325,MEDI TAIPEI,31/12/2014,Laden
-33.0217,-60.5856,326,IRIS II,31/12/2014,Unladen
35.1574,22.7414,326,MEDI GENOVA,31/12/2014,Laden
15.20835,119.65245,355,BALTIA,31/12/2014,Laden
31.92625,120.226383,268,MIYAMA,31/12/2014,Unladen
-12.2536,140.862,304,MELIA,31/12/2014,Laden
29.139,-140.356,100,ARGOLIS,31/12/2014,Laden
41.1395,16.8709,183,TORM BORNHOLM,31/12/2014,Laden
21.7338,-18.5041,29,MEDI BALTIMORE,31/12/2014,Laden
-32.584,-26.7712,107,SANTA CRUZ,31/12/2014,Laden
36.11205,-5.363117,314,GLORY AMSTERDAM,31/12/2014,Unladen
-36.0089,-0.469583,107,JUPITER,31/12/2014,Laden
-23.151523,-44.020762,84,STAMATIS,31/12/2014,Unladen
-28.5269,-46.659,20,DARYA SHREE,31/12/2014,Laden
37.1083,11.8007,322,GLORY TRADER,31/12/2014,Unladen
37.718283,120.202312,299,YM RIGHTNESS,31/12/2014,Laden
15.6407,127.409,164,DARYA UMA,31/12/2014,Unladen
-21.2638,149.447,104,CAPETAN GIORGIS,31/12/2014,Unladen
-34.608855,24.857008,268,MULBERRY PARIS,31/12/2014,Unladen
33.740087,-118.216913,194,MULBERRY WILTON,31/12/2014,Unladen
21.6904,114.388,4,SEA OF FUTURE,31/12/2014,Laden
19.1674,-172.814,284,GORGOYPIKOOS,31/12/2014,Laden
22.4624,-71.8572,248,GLORY,31/12/2014,Unladen
39.212715,118.99494,352,ROSCO SANDALWOOD,31/12/2014,Laden
22.378692,119.07746,217,MINOAN COURAGE,31/12/2014,Laden
-23.1068,109.786,142,ROSCO CYPRESS,31/12/2014,Unladen
47.2616,-146.417,82,AVAX,31/12/2014,Unladen
15.8785,-158.883,285,DANAE,31/12/2014,Laden
38.6763,-9.23753,88,SPITHA,31/12/2014,Laden
10.9669,-155.479,299,CHIN SHAN,31/12/2014,Laden
10.494,121.728,336,BULK CHINA,31/12/2014,Laden
25.2627,-16.5045,26,TAI PROMOTION,31/12/2014,Laden
-28.86835,32.186033,54,TE HO,31/12/2014,Unladen
10.3435,138.357,154,AN HO,31/12/2014,Unladen
33.069,136.315,53,SOUTHERN WISDOM,31/12/2014,Laden
-14.2583,152.614,350,SOUTHERN CROSS,31/12/2014,Laden
-23.902217,151.627883,354,TIANJIN PIONEER,31/12/2014,Unladen
0.008817,117.607317,205,KARTINI BARUNA,31/12/2014,Unladen
25.224,-92.1992,180,ATLANTIC HERO,31/12/2014,Laden
-1.459917,-56.37975,271,KAVO ALKYON,31/12/2014,Unladen
11.8657,125.864,349,SHINRYO MARU,31/12/2014,Laden
45.436583,12.248467,299,THEODOR OLDENDORFF,31/12/2014,Unladen
32.138067,119.914267,348,THOR,31/12/2014,Laden
24.728667,122.297233,200,LORD BYRON,31/12/2014,Unladen
39.0014,118.455,0,NEFELI,31/12/2014,Laden
-33.4239,8.1597,280,AGIOS NIKOLAS,31/12/2014,Unladen
29.4385,142.931,266,PRABHU YUVIKA,31/12/2014,Laden
6.41732,119.994,207,MINERAL TIANJIN,31/12/2014,Unladen
-33.3539,-60.1712,312,ANASTASIA,31/12/2014,Laden
-33.869183,25.742083,91,AQUAGENIE,31/12/2014,Unladen
24.0145,122.096,17,MOON GLOBE,31/12/2014,Laden
-2.50715,144.464,144,MINOAN DIGNITY,31/12/2014,Unladen
33.3325,-25.0052,83,ROSCO PLUM,31/12/2014,Laden
-36.0042,33.5629,73,OINOUSSIAN LADY,31/12/2014,Laden
40.7262,-52.6033,73,ANANGEL EXPLORER,31/12/2014,Laden
-21.1594,149.63,46,GRAECIA UNIVERSALIS,31/12/2014,Unladen
27.0236,-144.244,95,YUAN HUI HAI,31/12/2014,Laden
56.473857,6.863078,6,YUAN ZHI HAI,31/12/2014,Unladen
44.44075,37.87055,133,BULK SINGAPORE,31/12/2014,Unladen
35.3524,119.534,179,STAR PRINCESS,31/12/2014,Unladen
22.657532,120.21175,107,CAPE GANNET,31/12/2014,Unladen
-31.1355,154.009,21,IKAN BELANAK,31/12/2014,Laden
-28.6871,-7.32728,287,ROSE ATLANTIC,31/12/2014,Unladen
-21.264,7.06452,327,OCEAN LION,31/12/2014,Laden
9.77833,-56.7159,316,M_V YASA TEAM,31/12/2014,Laden
15.7253,-160.265,276,YASA UNITY,31/12/2014,Laden
-0.806842,145.15,164,SHIN NICHIHO,31/12/2014,Unladen
34.4635,-121.983,272,PEDHOULAS TRADER,31/12/2014,Laden
-40.0013,13.4925,82,APOLLO,31/12/2014,Laden
51.881867,4.271467,70,AJAX,31/12/2014,Laden
-6.016567,105.95431,137,ALAM PESONA,31/12/2014,Laden
27.098,125.191,341,ALAM PINTAR,31/12/2014,Laden
-16.3517,117.563,170,CHOU SHAN,31/12/2014,Unladen
53.4591,-3.02158,70,CALIPSO,31/12/2014,Laden
-17.4903,117.84,169,TIAN LU HAI,31/12/2014,Unladen
-21.7665,64.0544,59,CORONIS,31/12/2014,Laden
45.633667,13.771833,261,JU DA,31/12/2014,Unladen
-2.43499,-44.2782,38,HAI HUANG XING,31/12/2014,Unladen
-8.572485,115.77304,202,CASTILLO DE CATOIRA,31/12/2014,Unladen
15.4092,-66.835,235,CASTILLO DE VALVERDE,31/12/2014,Unladen
49.993833,-2.988517,257,TORM ANHOLT,31/12/2014,Unladen
9.45867,81.7178,168,VOYAGEURS,31/12/2014,Unladen
9.93443,110.755,214,OCEAN CYGNUS,31/12/2014,Unladen
14.391833,119.7616,175,C_D H_ARIER,31/12/2014,Unladen
-21.1643,149.575,112,STAR GWYNETH,31/12/2014,Unladen
54.801747,5.53048,32,MEDI HONG KONG,31/12/2014,Unladen
32.488813,34.862402,309,NAVIOS HARMONY,31/12/2014,Laden
44.566937,37.949547,34,GREAT CHALLENGER,31/12/2014,Laden
-28.90385,32.179008,39,GREAT NAVIGATOR,31/12/2014,Unladen
29.7747,122.069,263.3,ORION III,31/12/2014,Unladen
20.2351,115.262,239,RED LILY,31/12/2014,Unladen
-29.6877,44.0583,64,NAVIOS TAURUS,31/12/2014,Laden
37.9512,-121.334,221,MEDI VENEZIA,31/12/2014,Unladen
48.0007,-160.627,278,OCEAN WIND,31/12/2014,Unladen
-30.9722,39.5145,73,ATLANTIC HORIZON,31/12/2014,Laden
16.3358,-77.9072,288,SEAWIND,31/12/2014,Laden
35.3693,119.537,287,TAI PROSPERITY,31/12/2014,Laden
51.0104,2.175083,165,ATLANTIC BRIDGE,31/12/2014,Laden
49.30015,-123.22165,277,LOWLANDS PHOENIX,31/12/2014,Unladen
1.24337,143.88,150,AMAKUSA ISLAND,31/12/2014,Unladen
19.5036,135.837,159,MATSUURA,31/12/2014,Laden
15.8904,133.231,139,CORONA LIONS,31/12/2014,Unladen
-33.064917,151.84255,284,BANTRY,31/12/2014,Unladen
8.42126,-62.6353,175,BELLATRIX,31/12/2014,Unladen
19.400073,-17.999455,181,CLARA,31/12/2014,Unladen
23.7595,-130.239,98,FORTUNE CLOVER,31/12/2014,Unladen
33.916983,134.954567,10,AZALEA ISLAND,31/12/2014,Laden
30.9969,127.112,349,SPRING PRIDE,31/12/2014,Laden
-34.37428,26.040283,264,CHRISTINA B.,31/12/2014,Unladen
1.05167,89.7577,228,CENTURION,31/12/2014,Laden
50.0213,-2.817533,253,ADS ARENDAL,31/12/2014,Unladen
54.4491,-166.651167,273,MALAKAND,31/12/2014,Laden
-53.6831,-72.1412,132,LORETO,31/12/2014,Laden
-21.1836,149.33,94,RED QUEEN,31/12/2014,Unladen
55.4028,-175.82,276,GREAT TALENT,31/12/2014,Laden
30.316,128.951,163,LOWLANDS MAINE,31/12/2014,Unladen
35.8207,28.9183,256,GOOD HOPE MAX,31/12/2014,Unladen
-12.1705,136.642,247,NAVIOS ASTERIKS,31/12/2014,Unladen
14.666267,119.68915,0,ARGO,31/12/2014,Laden
-0.21215,129.167,358,ALESSANDRO VOLTA,31/12/2014,Laden
42.0417,145.242,77,LOWLANDS CAMELLIA,31/12/2014,Unladen
-20.1542,118.542517,301,EURO FORTUNE,31/12/2014,Unladen
31.372367,121.695867,119,CAPE HERON,31/12/2014,Unladen
33.52176,128.145763,342,CALHOUN,31/12/2014,Unladen
-20.1526,118.532533,265,C.S. ENTREPRENEUR,31/12/2014,Unladen
-8.1713,115.8979,193,CHINA STEEL REALIST,31/12/2014,Unladen
-23.975987,-46.287127,352,CERAFINA,31/12/2014,Unladen
26.454982,121.082242,20,CORAL SEAS,31/12/2014,Laden
38.978687,121.80801,139,GOLDEN SEAS,31/12/2014,Laden
-33.1136,4.81646,276,GAURAV PREM,31/12/2014,Unladen
27.030615,56.070528,295,AMINA,31/12/2014,Unladen
27.0116,56.058442,22,DELRUBA,31/12/2014,Unladen
27.03944,56.119317,67,GANJ,31/12/2014,Unladen
26.991305,56.040137,112,ARTIN,31/12/2014,Unladen
-10.3305,116.066,168,C H S HARVEST,31/12/2014,Unladen
35.365275,119.547717,13,C H S MAGNIFICENCE,31/12/2014,Unladen
49.28595,-123.211517,300,CLYMENE,31/12/2014,Laden
13.1786,-66.5182,111,BAKKEDAL,31/12/2014,Laden
-20.312983,118.569117,18,COHIBA,31/12/2014,Unladen
-17.6621,153.599,163,TIAN BAO HAI,31/12/2014,Unladen
6.71268,56.1137,30,MINERAL BELGIUM,31/12/2014,Laden
49.3054,-134.867,96,STALO,31/12/2014,Laden
-32.8709,-25.1288,107,MARINA,31/12/2014,Laden
-13.0179,75.9199,77,KYMOPOLIA,31/12/2014,Laden
-19.9238,35.1688,138,CAPE TRUST,31/12/2014,Unladen
22.0409,88.0905,197,PANASIATIC,31/12/2014,Unladen
23.2451,-177.778,278,NAVIOS ALTAIR,31/12/2014,Laden
-20.3251,-40.1776,23,BULK JAPAN,31/12/2014,Unladen
49.202317,-123.916867,335,SORRENTO,31/12/2014,Unladen
30.657233,-88.032417,182,AMARANTHA,31/12/2014,Unladen
-33.0711,151.745,88,JP VERDURE,31/12/2014,Unladen
-18.0883,151.027,20,JP MAGENTA,31/12/2014,Laden
36.879833,-76.331083,94,HAI LU,31/12/2014,Unladen
49.7576,-65.6178,117,NORD NEPTUNE,31/12/2014,Laden
1.54167,-43.1085,307,BILLION TRADER,31/12/2014,Laden
0.538127,117.692,222,STAR ANGELINA,31/12/2014,Unladen
30.2637,133.162,330,MEDI LAUSANNE,31/12/2014,Laden
-28.9019,48.648,68,MILLION TRADER I,31/12/2014,Laden
29.4577,49.5892,321,SRI PREM VARSHA,31/12/2014,Laden
12.5395,115.067,53,ALPHA LOYALTY,31/12/2014,Laden
31.9692,120.8527,323,SANTA ROSALIA,31/12/2014,Laden
-27.2335,165.978,162,PALMA BULKER,31/12/2014,Unladen
35.900852,-6.860588,265,RED LOTUS,31/12/2014,Unladen
5.95933,-47.4604,114,BONANZA YR,31/12/2014,Laden
14.4035,-97.347,118,IONIC KATANA,31/12/2014,Unladen
50.312,-178.904,72,GLOBAL PARTNERSHIP,31/12/2014,Unladen
10.6018,-117.266,121,SHAGANG FIRST,31/12/2014,Unladen
33.271122,131.761462,284,NSS GRANDEUR,31/12/2014,Laden
10.7534,121.266,200,ROYAL CHORALE,31/12/2014,Unladen
-20.576617,117.202867,47,CAPE BALTIC,31/12/2014,Laden
-2.4013,-44.3509,40,JEAN LD,31/12/2014,Unladen
-18.399338,118.072328,167,PIERRE LD,31/12/2014,Unladen
-11.0657,116.264,343,BEAUFIKS,31/12/2014,Laden
20.4152,131.273,29,TASIK MELATI,31/12/2014,Laden
10.1622,126.742,354,AZUL LIBERO,31/12/2014,Laden
-19.945317,118.5606,305,LONDON SPIRIT,31/12/2014,Unladen
-12.5019,77.3049,56,MV IOLCOS UNITY,31/12/2014,Unladen
-1.18874,107.669,313,EVANGELIA PETRAKIS,31/12/2014,Laden
8.60097,-88.7414,283,BETEIGEUZE,31/12/2014,Laden
-32.115462,-52.10276,358,CONCORDIA,31/12/2014,Unladen
-33.7421,114.104,149,GLORIA,31/12/2014,Unladen
-28.92525,32.1772,43,AN MAY,31/12/2014,Unladen
29.7512,122.592,16,OCEAN CRESCENT,31/12/2014,Laden
-29.3701,45.4906,66,OCEAN COMMANDER,31/12/2014,Laden
-28.97875,32.09895,52,BAO ZHU HAI,31/12/2014,Unladen
-22.9373,-43.83885,87,MINERAL KYOTO,31/12/2014,Unladen
35.2558,119.815,266,WINNING FAITH,31/12/2014,Laden
34.0335,-14.0253,19,NORD_ENERGY,31/12/2014,Laden
29.3836,134.405,193,SALT LAKE CITY,31/12/2014,Laden
28.330417,-96.282783,69,G.B.CORRADO,31/12/2014,Laden
40.833,-51.9513,81,FRANCESCO CORRADO,31/12/2014,Laden
-12.0536,102.99,151,AZUR,31/12/2014,Unladen
14.9832,130.52,190,AZUL INTEGRA,31/12/2014,Unladen
21.0129,88.2766,68,STAR PLANET,31/12/2014,Unladen
46.044883,-122.882367,172,ARIANA,31/12/2014,Unladen
-44.3336,-75.3255,12,ELENA,31/12/2014,Laden
-11.7946,94.6344,65,SHIN YO,31/12/2014,Laden
30.954067,122.735032,321,DOUBLE PROSPERITY,31/12/2014,Unladen
1.250917,103.609333,90,AGIOS KONSTANTINOS,31/12/2014,Unladen
30.706183,129.848117,160,MARIBELLA,31/12/2014,Unladen
-10.59005,141.878483,218,PANSTAR,31/12/2014,Unladen
